Target	Source	Reactome_Refs	"Journal source: open access (F), closed (restricted access) with information in accessible abstract (A), closed with information in full text (C)"	Reach_Refs	Reach_Literature-reference_statement	Reactome_Literature-reference_statement
RAC2	RASGRF2	N/D				
RAC2	SOS1	N/D		PMID22473956	"PMID22473956: The PI3K C2beta ( Pik3c2b ) is a member of the poorly characterized class II PI3K family and has been implicated in cell migration by associating with the trimeric Eps8 , Abi , and Sos1 complex , which functions as a guanine nucleotide exchange factor to activate the small G protein Rac , leading to actin cytoskeleton remodeling ( XREF_BIBR , XREF_BIBR ) ."	
RAC2	SOS2	N/D				
RAC2	TIAM1	PMID14675773;PMID23757206;PMID23255595	"A,A,F"			"PMID14675773: In contrast, Rac2 displays a slower nucleotide association and is more efficiently activated by the Rac-GEF Tiam1.;PMID23757206: The clones K91 and K11 inhibited the Tiam1-mediated activation of the GTPase Rac2 in vitro.;PMID23255595: These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RAC2	TIAM2	N/D				
RAC2	TRIO	PMID10847683;PMID11919634;PMID23255595	"F,C,F"			"PMID10847683: To identify which of these GTPases are activated by Trio, we performed guanine nucleotide release assays using bacterially expressed GST fusions of Trio GEF1 or GEF2, with 3H-GDP-bound forms of each of the six Drosophila Rho family GTPases as substrates (Figure 5B). GEF1 stimulated guanine nucleotide release from Rac1, Rac2, and Mtl, but not from Cdc42, RhoA, or RhoL.;PMID11919634: These data demonstrate that Trio GEF1 does indeed act through Rac proteins in vivo, and further suggest that Rac1 and Rac2 are its preferred substrates.;PMID23255595: from table and figures."
RAC2	VAV1	PMID21151158;PMID17060455;PMID17158234	"F,F,F"	PMID21151158	"PMID21151158: Among these small GTPases , Rac2 is predominantly expressed in hematopoietic cells and is activated by Vav1 34 ."	"PMID21151158: These data indicate that Rac2 is a molecule downstream of Vav1 for Bcl-2 transcription.;PMID17060455: Similarly, a small amount of exogenous Rac-GTP was recovered from cells transfected with a Rac1 or Rac2 expression plasmid, which increased modestly when either GTPase was cotransfected with a plasmid encoding Vav 1 (see Fig. S1 in the supplemental material). However, upon transient cotransfection with cDNAs encoding p67phox, Vav1, and Rac, a three- to fourfold increase in activation of both exogenous and endogenous Rac was observed (Fig. 5A and B).;PMID17060455: The transient increase in Rac2-GTP corresponded temporally with the increase in coimmunoprecipitation of Vav1, p67phox, and Rac2 (Fig. 1B and C).;PMID17158234: These experiments show that reconstitution of the expression of Vav1WT, but not Vav1GEF-MUT, in Vavnull BMDMs rescues LPS-induced ROI production (Figure 3B).  These results indicate that MyD88-induced oxidative burst in phagocytes requires the catalytic activity of the Vav DH domain, which mediates GTP exchange on Rac2."
RAC2	VAV2	PMID18191593-indirect;PMID23255595	"F,F"			PMID18191593: Rac1 and Rac2 activation also required SFKs and was impaired in the absence of Vav1 and Vav2 (Figure S4).;PMID23255595: from table and figures.
RAC2	VAV3	PMID24623723	F	PMID24623723	"PMID24623723: By bridging PtdSer to integrins , TIM4 elicits stimulation of Src kinases , focal adhesion kinase ( FAK ) and phosphatidylinositol 3-kinase , which in turn recruit the guanine nucleotide-exchange factor Vav3 that activates the small GTPases RhoA , Rac1 , and Rac2 , leading to the ingestion of the apoptotic targets ."	
RAC3	ABR	N/D				
RAC3	AKAP13	N/D				
RAC3	ARHGEF1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	ARHGEF10	N/D				
RAC3	ARHGEF10L	N/D				
RAC3	ARHGEF11	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	ARHGEF12	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	ARHGEF15	N/D				
RAC3	ARHGEF16	N/D				
RAC3	ARHGEF17	N/D				
RAC3	ARHGEF18	N/D				
RAC3	ARHGEF19	N/D				
RAC3	ARHGEF2	N/D				
RAC3	ARHGEF25	N/D				
RAC3	ARHGEF26	NO (PMID15133129)	F			"PMID15133129: Full-length SGEF activated RhoG, but not Rac, when expressed in fibroblasts. Further, recombinant SGEF DH/PH protein exchanged nucleotide on RhoG, but not on Rac1 or Rac3, in vitro."
RAC3	ARHGEF28	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	ARHGEF3	N/D				
RAC3	ARHGEF33	N/D				
RAC3	ARHGEF35	N/D				
RAC3	ARHGEF37	N/D				
RAC3	ARHGEF38	N/D				
RAC3	ARHGEF39	N/D				N/D
RAC3	ARHGEF4	NO (PMID17214551;PMID23255595)	"A,F"			"PMID17214551: Here we investigated the specificity and regulation of Asef by measuring its GEF activity in vitro and observed hardly any activity towards Rac1, Rac2 and Rac3, or RhoA and TC10.;PMID23255595: from table and figures."
RAC3	ARHGEF40	N/D				
RAC3	ARHGEF5	N/D				
RAC3	ARHGEF6	N/D				
RAC3	ARHGEF7	N/D				
RAC3	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	ECT2	N/D				
RAC3	FGD1	N/D				
RAC3	FGD2	N/D				
RAC3	FGD3	N/D				
RAC3	FGD4	N/D				
RAC3	GNA13	N/D				
RAC3	ITSN1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	KALRN	N/D				
RAC3	MCF2	PMID23255595	F			PMID23255595: from table and figures.
RAC3	MCF2L	NO (PMID23255595)	F			PMID23255595: from table and figures.
RAC3	NET1	N/D				
RAC3	NGEF	N/D				
RAC3	OBSCN	N/D				
RAC3	PLEKHG2	N/D				
RAC3	PLEKHG5	NO (PMID11704860)	F			"PMID11704860: The beta-galactosidase filter assays showed that GEF720 can activate RhoA in yeast, allowing the binding of the GTPase to its effector Rock, while it has no or little effect on Rac1, Cdc42Hs and RhoG (Figure 3a) nor on Rac2 and 3 (data not shown)."
RAC3	PREX1	PMID18697831;PMID23255595	"F,F"	PMID25961466;PMID25961466	"PMID25961466: In vitro , full length P-Rex1 or the isolated DH/PH domain tandem ( iDHPH ) can activate all Rac like Rho family small G proteins - the ubiquitous Rac1 , haematopoietic Rac2 , neuronal Rac3 and the more distantly related widely expressed RhoG - as well as some that are Cdc42 like ( Cdc42 and TC10 , but not TCL ) , but none that are Rho like ( RhoA , RhoB or RhoC ) .;PMID25961466: XREF_BIBR In vivo , P-Rex1 substrate specificity is more restricted , which is not uncommon in GEFs and usually attributed to local substrate availability and binding affinities playing larger roles in vivo than in vitro.XREF _ BIBR In vivo , P-Rex1 activates Rac1 , Rac2 , Rac3 and RhoG , whereas there is no evidence for activation of Cdc42 ."	"PMID18697831: This study has identified P-Rex1 as a Rac3-GEF in neuronal cells that localises to, and regulates, actin cytoskeletal dynamics at the axonal growth cone to in turn regulate neurite differentiation.;PMID23255595: from table and figures."
RAC3	RASGRF2	N/D				
RAC3	SOS1	N/D				
RAC3	SOS2	N/D				
RAC3	TIAM1	PMID14675773	F			"PMID14675773: Whereas Tiam1-induced nucleotide exchange of Rac3 (0.00075 s?1) was equal to that of Rac1, the kinetic of the mantGDP dissociation reaction from Rac2 (0.0045 s?1) was about six-fold faster (Fig. 2D,E)."
RAC3	TIAM2	N/D				
RAC3	TRIO	PMID23255595	F			PMID23255595: from table and figures.
RAC3	VAV1	N/D				
RAC3	VAV2	PMID28356423;PMID23255595	"F,F"			"PMID28356423:  Using biochemical assays and a novel Rac3 biosensor, we show that Vav2 promotes Rac3 activation at invadopodia.;PMID23255595: from table and figures."
RAC3	VAV3	N/D				
RHOA	ABR	PMID7479768	F	PMID26310444	"PMID26310444: For example , the rate of Abr mediated RhoA activation is a function of Abr activity ( A ) , here taken to be gamma AR A n / ( K n R + A n ) , where K n R is a constant ."	"PMID7479768: The Dbl-homology domains of Bcr and Abr were active in stimulating GTP binding to CDC42Hs, RhoA, Rac1, and Rac2 (rank order, CDC42Hs > RhoA > Rac1 = Rac2) but were inactive toward Rap1A and Ha-Ras."
RHOA	AKAP13	PMID7721814	F	PMID24993829;PMID20660160;PMID25186459	"PMID24993829: Background : The Lbc oncoprotein stimulates deregulated GTPase activity in RhoA .;PMID20660160: We have recently established the roles of BNIP-2 BCH domain in conferring Cdc42 dependent cell protrusions ( XREF_BIBR ) and p38 mediated pathways ( XREF_BIBR ) and the ability of the BCH domains of BNIP-Salpha and BNIP-XL in trans to counteract suppression of RhoA by p50RhoGAP ( XREF_BIBR ) and to counteract activation of RhoA by Lbc RhoGEF ( XREF_BIBR ) , respectively .;PMID25186459: To support these investigations on RhoA-AKAP-Lbc and to investigate the mechanism of activation of RhoA by AKAP-Lbc we have determined the X-ray crystal structure of RhoA-GDP in complex with the DH-PH tandem domain of AKAP-Lbc , compared it with the structure of the DH domain alone , and analysed the binding affinities and rates of nucleotide exchange in the RhoA , AKAP , and Lbc complex ."	"PMID7721814: Unlike Dbl, which stimulates the rate of GDP dissociation from both Cdc42Hs and RhoA (7) without affecting Ras, Rac1, and TC10, Lbc specifically accelerated the rate of GDP dissociation from RhoA while showing no detectable effects on GDP dissociation from Cdc42Hs or from Ras, Rac1, or TC10 (Fig. 3 D)."
RHOA	ARHGEF1	PMID8810315;PMID23255595;PMID21454492	"F,F,F"	PMID26310447;PMID15534370;PMID25748676;PMID23123644;PMID21473788;PMID25601651;PMID23123644	"PMID26310447: It has been believed that this role of Galpha 13 is mediated via the Galpha 13 -dependent activation of RhoGEFs , including p115RhoGEF ( ARHGEF1 ) , which subsequently activates the small GTPase RhoA ( XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ) .;PMID15534370: To address this question , we constructed a retroviral vector expressing a mutant of p115RhoGEF ( p115DeltaDH ) , which lacks the DH domain ( amino acids 466-547 ) and , therefore , can not activate RhoA signaling .;PMID25748676: Following stimulation of platelets with thrombin or the thromboxane mimetic U46619 , RhoA is activated by ARHGEF1 ( p115RhoGEF ) [ XREF_BIBR ] .;PMID23123644: Dubash et al showed that the knockdown of both p115-RhoGEF and LARG significantly decreased both RhoA activation and the formation of stress fibers and also decreased focal adhesions downstream of fibronectin adhesions 16 .;PMID21473788: Our data show that PKC-alpha but not PKC-beta mediates p115RhoGEF phosphorylation , which in turn triggers RhoA activation , and then promotes F-actin rearrangement and barrier permeability in BMECs in response to TNF-alpha .;PMID25601651: For example , both p115RhoGEF and LARG GEF are regulated by G12/13 and can activate RhoA ( XREF_BIBR , XREF_BIBR ) .;PMID23123644: A later study also found that the overexpression of PDZ-RhoGEF , but not LARG or p115-RhoGEF , enhances Ang II stimulated RhoA activity , and the knockdown of PDZ-RhoGEF decreases Ang II stimulated RhoA activity in VSMCs 15 ."	"PMID8810315: Under the conditions described for Fig. 4B, the intrinsic dissociation of GDP from RhoA is stimulated 10-fold by 1 ?M ?N-p115. The specificity of GEF activity correlated with the ability of ?N-p115 to physically associate with the nucleotide depleted state of GST-Rho (Fig. 4C).;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10."
RHOA	ARHGEF10	PMID19635168;PMID16896804	"F, A"			"PMID19635168: When co-expressed with a fragment of ARHGEF10 that contains catalytic DH and regulatory PH domains, the activated form of ectopically expressed wild-type RhoA was increased, indicating that ARHGEF10 actually showed GEF activity toward RhoA.;PMID16896804: As detected by guanine nucleotide exchange activity assay, precipitation assay of GTP-bound Rho proteins and serum response element dependent gene transcription Gef10 activates RhoA-C, but not Rac1 or Cdc42."
RHOA	ARHGEF10L	PMID16112081	A			"PMID16112081: In vitro, GrinchGEF induced the GDP/GTP exchange at RhoA, but not at Rac1 or Cdc42."
RHOA	ARHGEF11	PMID10526156;PMID21454492;PMID23255595	"F, F, F"	PMID25482524;PMID24950964;PMID21670212;PMID25601651;PMID19483722;PMID21670212;PMID24868497;PMID25713536;PMID23825105;PMID23123644	"PMID25482524: Knockdown of PDZ-RhoGEF , or FAK , inhibits tail retraction downstream of LPA , in a process that also requires ROCKII , but not Dia1.XREF _ BIBR FAK binds to , and phosphorylates PDZ-RhoGEF , and they both colocalize at FAs , which suggest that activation of FAK and PDZ-RhoGEF are closely coupled.XREF _ BIBR The effect of PDZ-RhoGEF depletion can be attributed to impaired FA turnover , and/or a decrease in Rho generated contractility in these cells.XREF _ BIBR These results suggest that FAK and PDZ-RhoGEF stimulate RhoA dependent contractility at the trailing edge in response to LPA .;PMID24950964: This mDia1 localization is also in good agreement with our data showing that the RhoA activator PDZ-RhoGEF is strongly accumulated at the actin rich cell rear ( XREF_FIG ) .;PMID21670212: As expected , overexpression of PDZ-RhoGEF stimulated RhoA activity .;PMID25601651: PDZRhoGEF ( PRG ) has been shown to activate RhoA in HL60 cells ( XREF_BIBR ) .;PMID19483722: The importance of RhoA regulation was tested by stably co-expressing plexin B1 with the PDZ domain from PDZ-RhoGEF , which inhibits RhoA by competing for binding of LARG1 and PDZ-RhoGEF exchange factors to plexin B1 ( XREF_BIBR ) .;PMID21670212: Ubiquitin dependent degradation of PDZ-RhoGEF restricts RhoA activity to facilitate neurite outgrowth .;PMID24868497: At cell contacts , ARHGEF11 activates RhoA and MLC to trigger the organization of the AJC and the perijunctional actomyosin ring that stabilize epithelial contacts.XREF _ BIBR , XREF_BIBR Thus , accumulating evidence suggests that GEFs are critical regulators of RhoA activation in space and time in order to regulate the formation and maintenance of the AJC .;PMID25713536: In phase 2 , the induction and expression of ArhGEF11 activates RhoA and the thus myosin-II .;PMID23825105: For example , in cell lines PAR1 induced activation of RhoA is mediated by LARG , whereas LPA1 induced activation of RhoA is mediated by PDZ-RhoGEF XREF_BIBR .;PMID23123644: A later study also found that the overexpression of PDZ-RhoGEF , but not LARG or p115-RhoGEF , enhances Ang II stimulated RhoA activity , and the knockdown of PDZ-RhoGEF decreases Ang II stimulated RhoA activity in VSMCs 15 ."	"PMID10526156: We report here that KIAA0380, a protein with a tandem DH/PH domain, an amino-terminal PDZ domain and a regulator of G protein signalling (RGS) homology domain, is a specific GEF for RhoA, but not for Rac1 and Cdc42, as determined by GDP release, guanosine 5'-O-(3-thio)triphosphate (GTPgammaS) binding and protein binding assays.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity."
RHOA	ARHGEF12	PMID11373293;PMID21454492;PMID23255595	"F, F, F"	PMID23296466;PMID26258642;PMID23129751;PMID19273616;PMID25374504;PMID21572419;PMID26258642;PMID23129751;PMID23123644;PMID20810787;PMID23129751;PMID19273616;PMID23405219;PMID21629665;PMID26258642;PMID19273616;PMID19273616;PMID23123644;PMID20810787;PMID23825105;PMID26814335;PMID23123644;PMID20810787;PMID23123644;PMID20810787;PMID19273616;PMID23405219;PMID24453941;PMID19273616;PMID23050142	"PMID23296466: Nevertheless , this and the activation of RhoA by LARG do not preclude an effect of loss of CD98hc on p190 RhoGAP as well .;PMID26258642: LARG silence inhibited RhoA and ROCK pathway and CRC cell invasion .;PMID23129751: G 12 / G 13 promotes VSMC differentiation through LARG mediated activation of RhoA .;PMID19273616: The overexpression of myc-LARG rescued RGMa induced RhoA activation in LARG siRNA transfected neurons , whereas the transfection of the mock construct did not , suggesting that the ability of knockdown of LARG to block RGMa induced RhoA activation reflects loss of the targeted LARG and is not an off-target effect .;PMID25374504: LARG , which is a RhoGEF , is recruited to this receptor complex and induces RhoA activation ( Hata et al. , XREF_BIBR ) .;PMID21572419: Depletion of LARG or GEF-H1 significantly decreased RhoA activation in response to force , whereas knockdown of p115 did not affect the force induced RhoA activation ( XREF_FIG ) .;PMID26258642: LARG silence not only led to decreased RhoA-GTP activity and reduced phosphorylation levels of Cofilin , LIMK , MLC and SRF activity in SW620 cells , but also rescued FMNL2 induced RhoA and ROCK signaling and SRF activations .;PMID23129751: Thus , Sm specific LARG deficient mice phenocopy Sm-12/13-KO mice , indicating that the G 12 / G 13 -dependent differentiation of VSMCs in vivo involves LARG dependent activation of RhoA .;PMID23123644: This study provides direct evidence that the activation of AT 1 enhances LARG gene expression , which increases RhoA activity and MYPT1 phosphorylation , leading to inactivation of MLCP and the promotion of Ca 2+ sensitization in VSMCs .;PMID20810787: It has been proposed that Dia1 , LARG , and RhoA constitute a positive feedback loop to potentiate the RhoA signaling pathway ( XREF_BIBR ) .;PMID23129751: Our data from mice lacking Galpha 12 / Galpha 13 or LARG specifically in SMCs suggest that Galpha 12 / Galpha 13 promotes VSMC differentiation through LARG mediated activation of RhoA .;PMID19273616: Activation of RhoA by LARG and PDZ-RhoGEF is enhanced when they are tyrosine phosphorylated by FAK ( XREF_BIBR ) .;PMID23405219: We then sought to investigate whether CYLD mediated deubiquitination of LARG could promote RhoA activity by enhancing the GEF activity of LARG .;PMID21629665: The role of S1P 2 in SM differentiation was also recently confirmed since its activation was required for the expression of SM specific alpha-actin after arterial injury XREF_BIBR and LARG mediated RhoA activation leading to SM differentiation XREF_BIBR .;PMID26258642: LARG has been identified as a gene fusion rearranged in acute myeloid leukemiaXREF_BIBR and is involved in cancer cell invasion.XREF _ BIBR Consistently , our study proved that LARG silence reduced RhoA and ROCK activation , SRF activation and CRC cell invasion induced by FMNL2 .;PMID19273616: The overexpression of HA-FAK in FAK siRNA transfected neurons rescued RGMa induced tyrosine phosphorylation of LARG , suggesting that the ability of knockdown of LARG to block RGMa induced RhoA activation is not a result of an off-target effect of the siRNA .;PMID19273616: We next determined whether the recombinant PDZ domain of LARG ( myc-LARG PDZ ) blocked RGMa induced RhoA activation presumably by inhibiting the association of LARG with Unc5B .;PMID23123644: Dubash et al showed that the knockdown of both p115-RhoGEF and LARG significantly decreased both RhoA activation and the formation of stress fibers and also decreased focal adhesions downstream of fibronectin adhesions 16 .;PMID20810787: LARG may activate RhoA in the limited region of the cell , such as the growing tip of the neurites .;PMID23825105: For example , in cell lines PAR1 induced activation of RhoA is mediated by LARG , whereas LPA1 induced activation of RhoA is mediated by PDZ-RhoGEF XREF_BIBR .;PMID26814335: These data point out an important role for ICAM-1 , Ect2 and LARG signalling in controlling RhoA mediated endothelial pore confinement and EC barrier protection during neutrophil diapedesis .;PMID23123644: A later study also found that the overexpression of PDZ-RhoGEF , but not LARG or p115-RhoGEF , enhances Ang II stimulated RhoA activity , and the knockdown of PDZ-RhoGEF decreases Ang II stimulated RhoA activity in VSMCs 15 .;PMID20810787: Similarly , Wnt-3a-induced RhoA activation was suppressed by p114-RhoGEF or Lfc shRNA , but not significantly by LARG shRNA ( XREF_FIGB ) .;PMID23123644: Knockdown of LARG decreased RhoA activity .;PMID20810787: When N1E-115 cells were cotransfected with Dvl-1 and each of the Rho-GEF shRNAs , Dvl induced RhoA activation was significantly suppressed by p114-RhoGEF or Lfc shRNA but not by LARG shRNA ( XREF_FIGA ) .;PMID19273616: Thus , the mechanism of RGMa induced activation of RhoA by LARG can not be explained by alteration of association of Unc5B with LARG in the ligand dependent manner .;PMID23405219: In this study , we provide the first evidence that LARG mediated activation of RhoA is modulated by cylindromatosis ( CYLD ) , a deubiquitinase involved in the regulation of nuclear factor kappaB ( NF-kappaB ) and several other signaling pathways XREF_BIBR-XREF_BIBR .;PMID24453941: This is in line with LARG mediated activation of RhoA reported for other repulsive cues such as S1P ( via S1PR2 XREF_BIBR ) , semaphorin4D ( via PlexinB1 XREF_BIBR ) , and repulsive guidance molecule RGMa ( via Unc5b XREF_BIBR ) .;PMID19273616: We attempted to obtain more insight into the mechanism of LARG mediated RhoA activation .;PMID23050142: Notably , Sema4D is known to activate the MAPK pathway , which is dependent on the C-terminus of plexin-B1 and LARG mediated activation of RhoA [ XREF_BIBR ] ."	"PMID11373293: We performed in vitro exchange assays where the isolated Dbl homology (DH) or DH/pleckstrin homology domains of LARG functioned as a strong activator of RhoA, but exhibited no activity toward Rac1 or Cdc42. We found that LARG could complex with RhoA, but not Rac or Cdc42, in vitro, and that expression of LARG caused an increase in the levels of the activated GTP-bound form of RhoA, but not Rac1 or Cdc42, in vivo. Thus, we conclude that LARG is a RhoA-specific guanine nucleotide exchange factor.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the Rho family, including Rac1, Cdc42, and TC10.;PMID23255595: Among them are LARG and Tiam1, which revealed the highest and the lowest GEF activities toward RhoA and Rac3, respectively (Table 2)."
RHOA	ARHGEF15	PMID27145964	F	PMID20679435;PMID27145964;PMID27145964	"PMID20679435: At least five members of the Ephexin subfamily ( Ephexin1-5 ) have been reported , and Ephexin1 ( ARHGEF27 and NGEF ) , Ephexin2 ( ARHGEF19 and WGEF ) , Ephexin3 ( ARHGEF5 and TIM1 ) , and Ephexin5 ( ARHGEF15 and Vsm-Rho GEF ) activate RhoA ( XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ) .;PMID27145964: We showed that upregulation of ARHGEF15 in pancreatic cancer increased activation of the Rho family proteins , especially RhoA , Cdc42 and Rac , resulting in enhanced motility of the pancreatic cancer cells .;PMID27145964: ARHGEF15 gene silencing in Hs766T cells reduced the amounts of activated GTP-RhoA , -Rac1 and -Cdc42 at 72h ."	"PMID27145964: ARHGEF15 gene silencing in Hs766T cells reduced the amounts of activated GTP-RhoA, -Rac1 and -Cdc42 at 72 h (Fig. 3c and Additional file 3: Figure S2a). Then, we investigated the effect of ARHGEF15 overexpression on the amounts of the activated forms of the Rho-family proteins. Both AsPC-1 and MIAPaCa-2 cells, which showed low endogenous expression levels of ARHGEF15, were transiently transfected with an expression vector encoding ARHGEF15. Detection of the Halo tag attached to the ARHGEF15 protein confirmed that more than 50 % of the cells overexpressed the exogenous ARHGEF15 (Fig. 3d and e). Pull-down assay for active Rho-family proteins showed that the levels of GTP-bound active RhoA, Rac1 and Cdc42 were significantly increased in the AsPC-1 cells that showed ARHGEF15 overexpression (Fig. 3f)."
RHOA	ARHGEF16	NO (PMID20679435)	F			"PMID20679435: Other Ephexin subfamily members activate RhoA (Shamah et al., 2001; Ogita et al., 2003; Wang et al., 2004; Xie et al., 2005), but we could not detect the increase in RhoA activity in cells expressing Ephexin4, as measured by pull-down assays with GST-fused Rho-binding domain (RBD) of Rhotekin (Fig. 1 F; Ephexin1 was used as a positive control for RhoA activation)."
RHOA	ARHGEF17	PMID12071859;PMID22911862	"F, F"	PMID22911862	"PMID22911862: In this assay , TEM4 accelerated the intrinsic guanine nucleotide exchange rate of RhoA , as previously shown XREF_BIBR , XREF_BIBR , and the closely related RhoB and RhoC isoforms ( XREF_FIG ) , but not Rac1 or Cdc42 ( XREF_FIG ) ."	"PMID12071859: Recombinant p164 interacted with and induced GDP/GTP exchange at RhoA but not at Rac1 or Cdc42.;PMID22911862: First, we determined that TEM4 can stimulate guanine nucleotide exchange on RhoA and the related RhoB and RhoC isoforms."
RHOA	ARHGEF18	PMID14512443;PMID11085924	"F, F"	PMID20810787;PMID20810787;PMID20810787;PMID20810787;PMID20810787;PMID21258369;PMID25753039;PMID25753039;PMID23185572	"PMID20810787: Similarly , Wnt-3a-induced RhoA activation was suppressed by p114-RhoGEF or Lfc shRNA , but not significantly by LARG shRNA ( XREF_FIGB ) .;PMID20810787: Knockdown of p114-RhoGEF or Lfc Suppresses Dvl- or Wnt3a Induced RhoA Activation .;PMID20810787: As shown in XREF_FIG , p114-RhoGEF and Lfc double knockdown suppressed Dvl-1- or Wnt-3a-induced RhoA activation to the extent similar to those by p114-RhoGEF or Lfc single knockdown .;PMID20810787: We also showed that p114-RhoGEF and Lfc shRNAs significantly suppressed Dvl- or Wnt-3a-induced RhoA activation , but LARG shRNA did not .;PMID20810787: When N1E-115 cells were cotransfected with Dvl-1 and each of the Rho-GEF shRNAs , Dvl induced RhoA activation was significantly suppressed by p114-RhoGEF or Lfc shRNA but not by LARG shRNA ( XREF_FIGA ) .;PMID21258369: Cells expressing VSV tagged p114RhoGEF had increased active RhoA levels and increased levels of phosphorylated MLC whereas expression of the mutant had no effect ( XREF_FIG and XREF_SUPPLEMENTARY ) .;PMID25753039: The RhoA activator p114RhoGEF drives junctional myosin activation in epithelial cells by forming a complex with ROCK-II and myosin ( XREF_BIBR , XREF_BIBR ) .;PMID25753039: We demonstrate that ZO-1 regulates recruitment of mechanotransducers to the VE and cadherin complex via the recruitment of a junctional regulatory complex containing JACOP and the RhoA activator p114RhoGEF , and , thereby , junctional tension .;PMID23185572: Measurements of the cellular levels of active Rac indeed supported the conclusion that depletion of the RhoA activator p114RhoGEF led to enhanced Rac signaling ( XREF_FIG ) ."	"PMID14512443: Data showed that p114RhoGEF induced a 3- to 4-fold increase in RhoA and Rac1 activity (Figures 4A and 4B).;PMID11085924: Thus p114-Rho-GEF acts as a specific and effective GEF for RhoA in vitro, thereby catalysing the release of bound GDP from this GTPase and its replacement by GTP."
RHOA	ARHGEF19	PMID15485661	A	PMID20679435	"PMID20679435: At least five members of the Ephexin subfamily ( Ephexin1-5 ) have been reported , and Ephexin1 ( ARHGEF27 and NGEF ) , Ephexin2 ( ARHGEF19 and WGEF ) , Ephexin3 ( ARHGEF5 and TIM1 ) , and Ephexin5 ( ARHGEF15 and Vsm-Rho GEF ) activate RhoA ( XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ) ."	"PMID15485661: WGEF was shown to activate RhoA, Cdc42, and Rac1 by pulldown assay, and forced expression of WGEF resulted in marked rearrangement of the actin cytoskeleton, which is typically seen by the activation of RhoA, Cdc42, and Rac1."
